rent_euro,year,half,half_year,time_period,county,province,area,location,property_type,bedrooms,bedrooms_num,is_dublin,is_city,is_county_aggregate,county_encoded,property_type_encoded,bedrooms_encoded
2322.94,2020,2,2020H2,2,Dublin,Leinster,Dublin 14,Dublin 14,Semi detached house,Three bed,3.0,True,True,False,5,3,4
2121.55,2020,2,2020H2,2,Dublin,Leinster,Churchtown,"Churchtown, Dublin 14",Semi detached house,Three bed,3.0,True,True,False,5,3,4
2266.97,2020,2,2020H2,2,Dublin,Leinster,Clonskeagh,"Clonskeagh, Dublin 14",Semi detached house,Three bed,3.0,True,True,False,5,3,4
2206.98,2020,2,2020H2,2,Dublin,Leinster,Rathfarnham,"Rathfarnham, Dublin 14",Semi detached house,Three bed,3.0,True,True,False,5,3,4
1536.55,2020,2,2020H2,2,Dublin,Leinster,Dublin 15,Dublin 15,Semi detached house,Three bed,3.0,True,True,False,5,3,4
1545.21,2020,2,2020H2,2,Dublin,Leinster,Blanchardstown,"Blanchardstown, Dublin 15",Semi detached house,Three bed,3.0,True,True,False,5,3,4
1747.96,2020,2,2020H2,2,Dublin,Leinster,Castleknock,"Castleknock, Dublin 15",Semi detached house,Three bed,3.0,True,True,False,5,3,4
1582.99,2020,2,2020H2,2,Dublin,Leinster,Clonee,"Clonee, Dublin 15",Semi detached house,Three bed,3.0,True,True,False,5,3,4
1634.67,2020,2,2020H2,2,Dublin,Leinster,Clonsilla,"Clonsilla, Dublin 15",Semi detached house,Three bed,3.0,True,True,False,5,3,4
1430.31,2020,2,2020H2,2,Dublin,Leinster,Mulhuddart,"Mulhuddart, Dublin 15",Semi detached house,Three bed,3.0,True,True,False,5,3,4
2024.2,2020,2,2020H2,2,Dublin,Leinster,Dublin 16,Dublin 16,Semi detached house,Three bed,3.0,True,True,False,5,3,4
2223.42,2020,2,2020H2,2,Dublin,Leinster,Dundrum,"Dundrum, Dublin 16",Semi detached house,Three bed,3.0,True,True,False,5,3,4
1833.06,2020,2,2020H2,2,Dublin,Leinster,Knocklyon,"Knocklyon, Dublin 16",Semi detached house,Three bed,3.0,True,True,False,5,3,4
2040.17,2020,2,2020H2,2,Dublin,Leinster,Rathfarnham,"Rathfarnham, Dublin 16",Semi detached house,Three bed,3.0,True,True,False,5,3,4
1714.67,2020,2,2020H2,2,Dublin,Leinster,Dublin 17,Dublin 17,Semi detached house,Three bed,3.0,True,True,False,5,3,4
2020.03,2020,2,2020H2,2,Dublin,Leinster,Dublin 18,Dublin 18,Semi detached house,Three bed,3.0,True,True,False,5,3,4
2047.22,2020,2,2020H2,2,Dublin,Leinster,Leopardstown,"Leopardstown, Dublin 18",Semi detached house,Three bed,3.0,True,True,False,5,3,4
2002.76,2020,2,2020H2,2,Dublin,Leinster,Sandyford,"Sandyford, Dublin 18",Semi detached house,Three bed,3.0,True,True,False,5,3,4
1578.51,2020,2,2020H2,2,Dublin,Leinster,Dublin 20,Dublin 20,Semi detached house,Three bed,3.0,True,True,False,5,3,4
1513.39,2020,2,2020H2,2,Dublin,Leinster,Palmerstown,"Palmerstown, Dublin 20",Semi detached house,Three bed,3.0,True,True,False,5,3,4
1561.71,2020,2,2020H2,2,Dublin,Leinster,Clondalkin,"Clondalkin, Dublin 22",Semi detached house,Three bed,3.0,True,True,False,5,3,4
1626.0,2020,2,2020H2,2,Dublin,Leinster,Dublin 24,Dublin 24,Semi detached house,Three bed,3.0,True,True,False,5,3,4
2084.49,2020,2,2020H2,2,Dublin,Leinster,Citywest,"Citywest, Dublin 24",Semi detached house,Three bed,3.0,True,True,False,5,3,4
1774.67,2020,2,2020H2,2,Dublin,Leinster,Firhouse,"Firhouse, Dublin 24",Semi detached house,Three bed,3.0,True,True,False,5,3,4
1618.54,2020,2,2020H2,2,Dublin,Leinster,Tallaght,"Tallaght, Dublin 24",Semi detached house,Three bed,3.0,True,True,False,5,3,4
1086.46,2020,2,2020H2,2,Galway,Connacht,Galway,Galway,Semi detached house,Three bed,3.0,False,False,True,6,3,4
1214.77,2020,2,2020H2,2,Galway,Connacht,Galway City,Galway City,Semi detached house,Three bed,3.0,False,True,False,6,3,4
1164.02,2020,2,2020H2,2,Galway,Connacht,Athenry,"Athenry, Galway",Semi detached house,Three bed,3.0,False,False,False,6,3,4
815.94,2020,2,2020H2,2,Galway,Connacht,Ballinasloe,"Ballinasloe, Galway",Semi detached house,Three bed,3.0,False,False,False,6,3,4
1120.6,2020,2,2020H2,2,Galway,Connacht,Ballybane,"Ballybane, Galway",Semi detached house,Three bed,3.0,False,False,False,6,3,4
1120.63,2020,2,2020H2,2,Galway,Connacht,Ballybrit,"Ballybrit, Galway",Semi detached house,Three bed,3.0,False,False,False,6,3,4
1168.6,2020,2,2020H2,2,Galway,Connacht,Doughiska,"Doughiska, Galway",Semi detached house,Three bed,3.0,False,False,False,6,3,4
787.43,2020,2,2020H2,2,Galway,Connacht,Gort,"Gort, Galway",Semi detached house,Three bed,3.0,False,False,False,6,3,4
1009.56,2020,2,2020H2,2,Galway,Connacht,Headford,"Headford, Galway",Semi detached house,Three bed,3.0,False,False,False,6,3,4
921.9,2020,2,2020H2,2,Galway,Connacht,Loughrea,"Loughrea, Galway",Semi detached house,Three bed,3.0,False,False,False,6,3,4
1097.13,2020,2,2020H2,2,Galway,Connacht,Oranmore,"Oranmore, Galway",Semi detached house,Three bed,3.0,False,False,False,6,3,4
924.35,2020,2,2020H2,2,Galway,Connacht,Tuam,"Tuam, Galway",Semi detached house,Three bed,3.0,False,False,False,6,3,4
799.1,2020,2,2020H2,2,Kerry,Munster,Kerry,Kerry,Semi detached house,Three bed,3.0,False,False,True,7,3,4
823.3,2020,2,2020H2,2,Kerry,Munster,Kenmare,"Kenmare, Kerry",Semi detached house,Three bed,3.0,False,False,False,7,3,4
971.16,2020,2,2020H2,2,Kerry,Munster,Killarney,"Killarney, Kerry",Semi detached house,Three bed,3.0,False,False,False,7,3,4
681.22,2020,2,2020H2,2,Kerry,Munster,Listowel,"Listowel, Kerry",Semi detached house,Three bed,3.0,False,False,False,7,3,4
796.24,2020,2,2020H2,2,Kerry,Munster,Tralee,"Tralee, Kerry",Semi detached house,Three bed,3.0,False,False,False,7,3,4
1350.38,2020,2,2020H2,2,Kildare,Leinster,Kildare,Kildare,Semi detached house,Three bed,3.0,False,False,True,8,3,4
1222.27,2020,2,2020H2,2,Kildare,Leinster,Kildare Town,Kildare Town,Semi detached house,Three bed,3.0,False,False,False,8,3,4
1016.76,2020,2,2020H2,2,Kildare,Leinster,Athy,"Athy, Kildare",Semi detached house,Three bed,3.0,False,False,False,8,3,4
1464.99,2020,2,2020H2,2,Kildare,Leinster,Celbridge,"Celbridge, Kildare",Semi detached house,Three bed,3.0,False,False,False,8,3,4
1377.28,2020,2,2020H2,2,Kildare,Leinster,Clane,"Clane, Kildare",Semi detached house,Three bed,3.0,False,False,False,8,3,4
1481.26,2020,2,2020H2,2,Kildare,Leinster,Leixlip,"Leixlip, Kildare",Semi detached house,Three bed,3.0,False,False,False,8,3,4
1608.56,2020,2,2020H2,2,Kildare,Leinster,Maynooth,"Maynooth, Kildare",Semi detached house,Three bed,3.0,False,False,False,8,3,4
1135.16,2020,2,2020H2,2,Kildare,Leinster,Monasterevin,"Monasterevin, Kildare",Semi detached house,Three bed,3.0,False,False,False,8,3,4
1442.57,2020,2,2020H2,2,Kildare,Leinster,Naas,"Naas, Kildare",Semi detached house,Three bed,3.0,False,False,False,8,3,4
1228.87,2020,2,2020H2,2,Kildare,Leinster,Newbridge,"Newbridge, Kildare",Semi detached house,Three bed,3.0,False,False,False,8,3,4
1379.37,2020,2,2020H2,2,Kildare,Leinster,Sallins,"Sallins, Kildare",Semi detached house,Three bed,3.0,False,False,False,8,3,4
921.52,2020,2,2020H2,2,Kilkenny,Leinster,Kilkenny,Kilkenny,Semi detached house,Three bed,3.0,False,False,True,9,3,4
1051.24,2020,2,2020H2,2,Kilkenny,Leinster,Kilkenny City,Kilkenny City,Semi detached house,Three bed,3.0,False,False,False,9,3,4
934.15,2020,2,2020H2,2,Laois,Leinster,Laois,Laois,Semi detached house,Three bed,3.0,False,False,True,10,3,4
921.68,2020,2,2020H2,2,Laois,Leinster,Portarlington,"Portarlington, Laois",Semi detached house,Three bed,3.0,False,False,False,10,3,4
1015.43,2020,2,2020H2,2,Laois,Leinster,Portlaoise,"Portlaoise, Laois",Semi detached house,Three bed,3.0,False,False,False,10,3,4
600.1,2020,2,2020H2,2,Leitrim,Connacht,Leitrim,Leitrim,Semi detached house,Three bed,3.0,False,False,True,11,3,4
655.23,2020,2,2020H2,2,Leitrim,Connacht,Carrick-On-Shannon,"Carrick-On-Shannon, Leitrim",Semi detached house,Three bed,3.0,False,False,False,11,3,4
1002.46,2020,2,2020H2,2,Limerick,Munster,Limerick,Limerick,Semi detached house,Three bed,3.0,False,False,True,12,3,4
1086.92,2020,2,2020H2,2,Limerick,Munster,Limerick City,Limerick City,Semi detached house,Three bed,3.0,False,True,False,12,3,4
580.86,2020,2,2020H2,2,Limerick,Munster,Abbeyfeale,"Abbeyfeale, Limerick",Semi detached house,Three bed,3.0,False,False,False,12,3,4
945.27,2020,2,2020H2,2,Limerick,Munster,Castleconnell,"Castleconnell, Limerick",Semi detached house,Three bed,3.0,False,False,False,12,3,4
1117.88,2020,2,2020H2,2,Limerick,Munster,Castletroy,"Castletroy, Limerick",Semi detached house,Three bed,3.0,False,False,False,12,3,4
1060.91,2020,2,2020H2,2,Limerick,Munster,Corbally,"Corbally, Limerick",Semi detached house,Three bed,3.0,False,False,False,12,3,4
1157.59,2020,2,2020H2,2,Limerick,Munster,Dooradoyle,"Dooradoyle, Limerick",Semi detached house,Three bed,3.0,False,False,False,12,3,4
780.55,2020,2,2020H2,2,Limerick,Munster,Newcastle West,"Newcastle West, Limerick",Semi detached house,Three bed,3.0,False,False,False,12,3,4
671.33,2020,2,2020H2,2,Longford,Leinster,Longford,Longford,Semi detached house,Three bed,3.0,False,False,True,13,3,4
687.55,2020,2,2020H2,2,Longford,Leinster,Longford Town,Longford Town,Semi detached house,Three bed,3.0,False,False,False,13,3,4
677.9,2020,2,2020H2,2,Longford,Leinster,Edgeworthstown,"Edgeworthstown, Longford",Semi detached house,Three bed,3.0,False,False,False,13,3,4
1138.37,2020,2,2020H2,2,Louth,Leinster,Louth,Louth,Semi detached house,Three bed,3.0,False,False,True,14,3,4
1111.82,2020,2,2020H2,2,Louth,Leinster,Ardee,"Ardee, Louth",Semi detached house,Three bed,3.0,False,False,False,14,3,4
1219.73,2020,2,2020H2,2,Louth,Leinster,Drogheda,"Drogheda, Louth",Semi detached house,Three bed,3.0,False,False,False,14,3,4
1092.67,2020,2,2020H2,2,Louth,Leinster,Dundalk,"Dundalk, Louth",Semi detached house,Three bed,3.0,False,False,False,14,3,4
706.64,2020,2,2020H2,2,Mayo,Connacht,Mayo,Mayo,Semi detached house,Three bed,3.0,False,False,True,15,3,4
668.67,2020,2,2020H2,2,Mayo,Connacht,Ballina,"Ballina, Mayo",Semi detached house,Three bed,3.0,False,False,False,15,3,4
647.97,2020,2,2020H2,2,Mayo,Connacht,Ballinrobe,"Ballinrobe, Mayo",Semi detached house,Three bed,3.0,False,False,False,15,3,4
621.46,2020,2,2020H2,2,Mayo,Connacht,Ballyhaunis,"Ballyhaunis, Mayo",Semi detached house,Three bed,3.0,False,False,False,15,3,4
765.08,2020,2,2020H2,2,Mayo,Connacht,Castlebar,"Castlebar, Mayo",Semi detached house,Three bed,3.0,False,False,False,15,3,4
738.99,2020,2,2020H2,2,Clare,Munster,Claremorris,"Claremorris, Mayo",Semi detached house,Three bed,3.0,False,False,False,2,3,4
827.61,2020,2,2020H2,2,Mayo,Connacht,Westport,"Westport, Mayo",Semi detached house,Three bed,3.0,False,False,False,15,3,4
1242.48,2020,2,2020H2,2,Meath,Leinster,Meath,Meath,Semi detached house,Three bed,3.0,False,False,True,16,3,4
1275.8,2020,2,2020H2,2,Meath,Leinster,Drogheda,"Drogheda, Meath",Semi detached house,Three bed,3.0,False,False,False,16,3,4
1106.14,2020,2,2020H2,2,Meath,Leinster,Kells,"Kells, Meath",Semi detached house,Three bed,3.0,False,False,False,16,3,4
1261.08,2020,2,2020H2,2,Meath,Leinster,Navan,"Navan, Meath",Semi detached house,Three bed,3.0,False,False,False,16,3,4
1145.77,2020,2,2020H2,2,Meath,Leinster,Trim,"Trim, Meath",Semi detached house,Three bed,3.0,False,False,False,16,3,4
726.16,2020,2,2020H2,2,Monaghan,Ulster,Monaghan,Monaghan,Semi detached house,Three bed,3.0,False,False,True,17,3,4
738.93,2020,2,2020H2,2,Monaghan,Ulster,Carrickmacross,"Carrickmacross, Monaghan",Semi detached house,Three bed,3.0,False,False,False,17,3,4
749.64,2020,2,2020H2,2,Monaghan,Ulster,Castleblayney,"Castleblayney, Monaghan",Semi detached house,Three bed,3.0,False,False,False,17,3,4
727.74,2020,2,2020H2,2,Monaghan,Ulster,Monaghan Town,Monaghan Town,Semi detached house,Three bed,3.0,False,False,False,17,3,4
885.6,2020,2,2020H2,2,Offaly,Leinster,Offaly,Offaly,Semi detached house,Three bed,3.0,False,False,True,18,3,4
676.55,2020,2,2020H2,2,Offaly,Leinster,Birr,"Birr, Offaly",Semi detached house,Three bed,3.0,False,False,False,18,3,4
967.13,2020,2,2020H2,2,Offaly,Leinster,Edenderry,"Edenderry, Offaly",Semi detached house,Three bed,3.0,False,False,False,18,3,4
951.72,2020,2,2020H2,2,Offaly,Leinster,Tullamore,"Tullamore, Offaly",Semi detached house,Three bed,3.0,False,False,False,18,3,4
680.0,2020,2,2020H2,2,Roscommon,Connacht,Roscommon,Roscommon,Semi detached house,Three bed,3.0,False,False,True,19,3,4
742.61,2020,2,2020H2,2,Roscommon,Connacht,Roscommon Town,Roscommon Town,Semi detached house,Three bed,3.0,False,False,False,19,3,4
962.5,2020,2,2020H2,2,Roscommon,Connacht,Athlone,"Athlone, Roscommon",Semi detached house,Three bed,3.0,False,False,False,19,3,4
552.64,2020,2,2020H2,2,Roscommon,Connacht,Ballaghaderreen,"Ballaghaderreen, Roscommon",Semi detached house,Three bed,3.0,False,False,False,19,3,4
646.0,2020,2,2020H2,2,Roscommon,Connacht,Boyle,"Boyle, Roscommon",Semi detached house,Three bed,3.0,False,False,False,19,3,4
564.47,2020,2,2020H2,2,Roscommon,Connacht,Castlerea,"Castlerea, Roscommon",Semi detached house,Three bed,3.0,False,False,False,19,3,4
778.84,2020,2,2020H2,2,Sligo,Connacht,Sligo,Sligo,Semi detached house,Three bed,3.0,False,False,True,20,3,4
795.98,2020,2,2020H2,2,Sligo,Connacht,Sligo Town,Sligo Town,Semi detached house,Three bed,3.0,False,False,False,20,3,4
1012.22,2020,2,2020H2,2,Sligo,Connacht,Ballinode,"Ballinode, Sligo",Semi detached house,Three bed,3.0,False,False,False,20,3,4
671.66,2020,2,2020H2,2,Sligo,Connacht,Tubbercurry,"Tubbercurry, Sligo",Semi detached house,Three bed,3.0,False,False,False,20,3,4
764.1,2020,2,2020H2,2,Tipperary,Munster,Tipperary,Tipperary,Semi detached house,Three bed,3.0,False,False,True,21,3,4
678.3,2020,2,2020H2,2,Tipperary,Munster,Tipperary Town,Tipperary Town,Semi detached house,Three bed,3.0,False,False,False,21,3,4
704.56,2020,2,2020H2,2,Tipperary,Munster,Cahir,"Cahir, Tipperary",Semi detached house,Three bed,3.0,False,False,False,21,3,4
764.87,2020,2,2020H2,2,Tipperary,Munster,Cashel,"Cashel, Tipperary",Semi detached house,Three bed,3.0,False,False,False,21,3,4
853.93,2020,2,2020H2,2,Tipperary,Munster,Clonmel,"Clonmel, Tipperary",Semi detached house,Three bed,3.0,False,False,False,21,3,4
791.91,2020,2,2020H2,2,Tipperary,Munster,Nenagh,"Nenagh, Tipperary",Semi detached house,Three bed,3.0,False,False,False,21,3,4
742.49,2020,2,2020H2,2,Tipperary,Munster,Roscrea,"Roscrea, Tipperary",Semi detached house,Three bed,3.0,False,False,False,21,3,4
696.43,2020,2,2020H2,2,Tipperary,Munster,Thurles,"Thurles, Tipperary",Semi detached house,Three bed,3.0,False,False,False,21,3,4
882.25,2020,2,2020H2,2,Waterford,Munster,Waterford,Waterford,Semi detached house,Three bed,3.0,False,False,True,22,3,4
934.67,2020,2,2020H2,2,Waterford,Munster,Waterford City,Waterford City,Semi detached house,Three bed,3.0,False,True,False,22,3,4
811.23,2020,2,2020H2,2,Waterford,Munster,Dungarvan,"Dungarvan, Waterford",Semi detached house,Three bed,3.0,False,False,False,22,3,4
859.84,2020,2,2020H2,2,Waterford,Munster,Ferrybank,"Ferrybank, Waterford",Semi detached house,Three bed,3.0,False,False,False,22,3,4
973.1,2020,2,2020H2,2,Waterford,Munster,Templars Hall,"Templars Hall, Waterford",Semi detached house,Three bed,3.0,False,False,False,22,3,4
936.26,2020,2,2020H2,2,Waterford,Munster,Tramore,"Tramore, Waterford",Semi detached house,Three bed,3.0,False,False,False,22,3,4
891.14,2020,2,2020H2,2,Westmeath,Leinster,Westmeath,Westmeath,Semi detached house,Three bed,3.0,False,False,True,23,3,4
873.21,2020,2,2020H2,2,Westmeath,Leinster,Athlone,"Athlone, Westmeath",Semi detached house,Three bed,3.0,False,False,False,23,3,4
879.38,2020,2,2020H2,2,Westmeath,Leinster,Moate,"Moate, Westmeath",Semi detached house,Three bed,3.0,False,False,False,23,3,4
925.78,2020,2,2020H2,2,Westmeath,Leinster,Mullingar,"Mullingar, Westmeath",Semi detached house,Three bed,3.0,False,False,False,23,3,4
847.19,2020,2,2020H2,2,Wexford,Leinster,Wexford,Wexford,Semi detached house,Three bed,3.0,False,False,True,24,3,4
875.56,2020,2,2020H2,2,Wexford,Leinster,Clonard,"Clonard, Wexford",Semi detached house,Three bed,3.0,False,False,False,24,3,4
764.72,2020,2,2020H2,2,Wexford,Leinster,Enniscorthy,"Enniscorthy, Wexford",Semi detached house,Three bed,3.0,False,False,False,24,3,4
996.79,2020,2,2020H2,2,Wexford,Leinster,Gorey,"Gorey, Wexford",Semi detached house,Three bed,3.0,False,False,False,24,3,4
727.38,2020,2,2020H2,2,Wexford,Leinster,New Ross,"New Ross, Wexford",Semi detached house,Three bed,3.0,False,False,False,24,3,4
1350.0,2020,2,2020H2,2,Wicklow,Leinster,Wicklow,Wicklow,Semi detached house,Three bed,3.0,False,False,True,25,3,4
1229.13,2020,2,2020H2,2,Wicklow,Leinster,Wicklow Town,Wicklow Town,Semi detached house,Three bed,3.0,False,False,False,25,3,4
1148.58,2020,2,2020H2,2,Wicklow,Leinster,Arklow,"Arklow, Wicklow",Semi detached house,Three bed,3.0,False,False,False,25,3,4
1364.0,2020,2,2020H2,2,Wicklow,Leinster,Blessington,"Blessington, Wicklow",Semi detached house,Three bed,3.0,False,False,False,25,3,4
1611.95,2020,2,2020H2,2,Wicklow,Leinster,Bray,"Bray, Wicklow",Semi detached house,Three bed,3.0,False,False,False,25,3,4
836.46,2020,2,2020H2,2,Carlow,Leinster,Carlow,Carlow,Terrace house,Three bed,3.0,False,False,True,0,4,4
859.06,2020,2,2020H2,2,Carlow,Leinster,Carlow Town,Carlow Town,Terrace house,Three bed,3.0,False,False,False,0,4,4
673.65,2020,2,2020H2,2,Cavan,Ulster,Cavan,Cavan,Terrace house,Three bed,3.0,False,False,True,1,4,4
773.96,2020,2,2020H2,2,Clare,Munster,Clare,Clare,Terrace house,Three bed,3.0,False,False,True,2,4,4
777.17,2020,2,2020H2,2,Clare,Munster,Ennis,"Ennis, Clare",Terrace house,Three bed,3.0,False,False,False,2,4,4
859.4,2020,2,2020H2,2,Clare,Munster,Shannon,"Shannon, Clare",Terrace house,Three bed,3.0,False,False,False,2,4,4
1143.3,2020,2,2020H2,2,Cork,Munster,Cork,Cork,Terrace house,Three bed,3.0,False,False,True,3,4,4
1300.6,2020,2,2020H2,2,Cork,Munster,Cork City,Cork City,Terrace house,Three bed,3.0,False,True,False,3,4,4
1229.52,2020,2,2020H2,2,Cork,Munster,Ballincollig,"Ballincollig, Cork",Terrace house,Three bed,3.0,False,False,False,3,4,4
965.68,2020,2,2020H2,2,Cork,Munster,Bandon,"Bandon, Cork",Terrace house,Three bed,3.0,False,False,False,3,4,4
1121.58,2020,2,2020H2,2,Cork,Munster,Carrigaline,"Carrigaline, Cork",Terrace house,Three bed,3.0,False,False,False,3,4,4
1070.71,2020,2,2020H2,2,Cork,Munster,Cobh,"Cobh, Cork",Terrace house,Three bed,3.0,False,False,False,3,4,4
889.93,2020,2,2020H2,2,Cork,Munster,Fermoy,"Fermoy, Cork",Terrace house,Three bed,3.0,False,False,False,3,4,4
1321.87,2020,2,2020H2,2,Cork,Munster,Kinsale,"Kinsale, Cork",Terrace house,Three bed,3.0,False,False,False,3,4,4
987.2,2020,2,2020H2,2,Cork,Munster,Mallow,"Mallow, Cork",Terrace house,Three bed,3.0,False,False,False,3,4,4
1051.39,2020,2,2020H2,2,Cork,Munster,Midleton,"Midleton, Cork",Terrace house,Three bed,3.0,False,False,False,3,4,4
754.32,2020,2,2020H2,2,Cork,Munster,Skibbereen,"Skibbereen, Cork",Terrace house,Three bed,3.0,False,False,False,3,4,4
576.47,2020,2,2020H2,2,Donegal,Ulster,Donegal,Donegal,Terrace house,Three bed,3.0,False,False,True,4,4,4
666.61,2020,2,2020H2,2,Donegal,Ulster,Letterkenny,"Letterkenny, Donegal",Terrace house,Three bed,3.0,False,False,False,4,4,4
1903.55,2020,2,2020H2,2,Dublin,Leinster,Dublin,Dublin,Terrace house,Three bed,3.0,True,True,True,5,4,4
1470.05,2020,2,2020H2,2,Dublin,Leinster,Balbriggan,"Balbriggan, Dublin",Terrace house,Three bed,3.0,True,True,False,5,4,4
2356.56,2020,2,2020H2,2,Dublin,Leinster,Blackrock,"Blackrock, Dublin",Terrace house,Three bed,3.0,True,True,False,5,4,4
1796.43,2020,2,2020H2,2,Dublin,Leinster,Lucan,"Lucan, Dublin",Terrace house,Three bed,3.0,True,True,False,5,4,4
1553.2,2020,2,2020H2,2,Dublin,Leinster,Lusk,"Lusk, Dublin",Terrace house,Three bed,3.0,True,True,False,5,4,4
2026.67,2020,2,2020H2,2,Dublin,Leinster,Malahide,"Malahide, Dublin",Terrace house,Three bed,3.0,True,True,False,5,4,4
1636.17,2020,2,2020H2,2,Dublin,Leinster,Swords,"Swords, Dublin",Terrace house,Three bed,3.0,True,True,False,5,4,4
2597.66,2020,2,2020H2,2,Dublin,Leinster,Dublin 2,Dublin 2,Terrace house,Three bed,3.0,True,True,False,5,4,4
1998.49,2020,2,2020H2,2,Dublin,Leinster,Dublin 3,Dublin 3,Terrace house,Three bed,3.0,True,True,False,5,4,4
2207.74,2020,2,2020H2,2,Dublin,Leinster,Clontarf,"Clontarf, Dublin 3",Terrace house,Three bed,3.0,True,True,False,5,4,4
2074.44,2020,2,2020H2,2,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 3",Terrace house,Three bed,3.0,True,True,False,5,4,4
2794.7,2020,2,2020H2,2,Dublin,Leinster,Dublin 4,Dublin 4,Terrace house,Three bed,3.0,True,True,False,5,4,4
3028.24,2020,2,2020H2,2,Dublin,Leinster,Ballsbridge,"Ballsbridge, Dublin 4",Terrace house,Three bed,3.0,True,True,False,5,4,4
2682.76,2020,2,2020H2,2,Dublin,Leinster,Donnybrook,"Donnybrook, Dublin 4",Terrace house,Three bed,3.0,True,True,False,5,4,4
2626.45,2020,2,2020H2,2,Dublin,Leinster,Sandymount,"Sandymount, Dublin 4",Terrace house,Three bed,3.0,True,True,False,5,4,4
1787.29,2020,2,2020H2,2,Dublin,Leinster,Dublin 5,Dublin 5,Terrace house,Three bed,3.0,True,True,False,5,4,4
1604.39,2020,2,2020H2,2,Dublin,Leinster,Artane,"Artane, Dublin 5",Terrace house,Three bed,3.0,True,True,False,5,4,4
1763.84,2020,2,2020H2,2,Dublin,Leinster,Raheny,"Raheny, Dublin 5",Terrace house,Three bed,3.0,True,True,False,5,4,4
2531.18,2020,2,2020H2,2,Dublin,Leinster,Dublin 6,Dublin 6,Terrace house,Three bed,3.0,True,True,False,5,4,4
2010.32,2020,2,2020H2,2,Dublin,Leinster,Harolds Cross,"Harolds Cross, Dublin 6",Terrace house,Three bed,3.0,True,True,False,5,4,4
2704.34,2020,2,2020H2,2,Dublin,Leinster,Ranelagh,"Ranelagh, Dublin 6",Terrace house,Three bed,3.0,True,True,False,5,4,4
2506.39,2020,2,2020H2,2,Dublin,Leinster,Rathmines,"Rathmines, Dublin 6",Terrace house,Three bed,3.0,True,True,False,5,4,4
2068.61,2020,2,2020H2,2,Dublin,Leinster,Dublin 6W,Dublin 6W,Terrace house,Three bed,3.0,True,True,False,5,4,4
1963.77,2020,2,2020H2,2,Dublin,Leinster,Harolds Cross,"Harolds Cross, Dublin 6W",Terrace house,Three bed,3.0,True,True,False,5,4,4
2183.41,2020,2,2020H2,2,Dublin,Leinster,Terenure,"Terenure, Dublin 6W",Terrace house,Three bed,3.0,True,True,False,5,4,4
1906.34,2020,2,2020H2,2,Dublin,Leinster,Dublin 7,Dublin 7,Terrace house,Three bed,3.0,True,True,False,5,4,4
1718.12,2020,2,2020H2,2,Dublin,Leinster,Cabra,"Cabra, Dublin 7",Terrace house,Three bed,3.0,True,True,False,5,4,4
2184.99,2020,2,2020H2,2,Dublin,Leinster,Dublin 8,Dublin 8,Terrace house,Three bed,3.0,True,True,False,5,4,4
1643.76,2020,2,2020H2,2,Dublin,Leinster,Inchicore,"Inchicore, Dublin 8",Terrace house,Three bed,3.0,True,True,False,5,4,4
1927.11,2020,2,2020H2,2,Dublin,Leinster,Dublin 9,Dublin 9,Terrace house,Three bed,3.0,True,True,False,5,4,4
2091.91,2020,2,2020H2,2,Dublin,Leinster,Drumcondra,"Drumcondra, Dublin 9",Terrace house,Three bed,3.0,True,True,False,5,4,4
1726.03,2020,2,2020H2,2,Dublin,Leinster,Glasnevin,"Glasnevin, Dublin 9",Terrace house,Three bed,3.0,True,True,False,5,4,4
1577.68,2020,2,2020H2,2,Dublin,Leinster,Dublin 10,Dublin 10,Terrace house,Three bed,3.0,True,True,False,5,4,4
1471.21,2020,2,2020H2,2,Dublin,Leinster,Ballyfermot,"Ballyfermot, Dublin 10",Terrace house,Three bed,3.0,True,True,False,5,4,4
1645.2,2020,2,2020H2,2,Dublin,Leinster,Dublin 11,Dublin 11,Terrace house,Three bed,3.0,True,True,False,5,4,4
1559.68,2020,2,2020H2,2,Dublin,Leinster,Finglas,"Finglas, Dublin 11",Terrace house,Three bed,3.0,True,True,False,5,4,4
1727.12,2020,2,2020H2,2,Dublin,Leinster,Dublin 12,Dublin 12,Terrace house,Three bed,3.0,True,True,False,5,4,4
1705.24,2020,2,2020H2,2,Dublin,Leinster,Crumlin,"Crumlin, Dublin 12",Terrace house,Three bed,3.0,True,True,False,5,4,4
1611.16,2020,2,2020H2,2,Dublin,Leinster,Drimnagh,"Drimnagh, Dublin 12",Terrace house,Three bed,3.0,True,True,False,5,4,4
1823.25,2020,2,2020H2,2,Dublin,Leinster,Kimmage,"Kimmage, Dublin 12",Terrace house,Three bed,3.0,True,True,False,5,4,4
1786.14,2020,2,2020H2,2,Dublin,Leinster,Dublin 13,Dublin 13,Terrace house,Three bed,3.0,True,True,False,5,4,4
1829.3,2020,2,2020H2,2,Dublin,Leinster,Balgriffin,"Balgriffin, Dublin 13",Terrace house,Three bed,3.0,True,True,False,5,4,4
2126.18,2020,2,2020H2,2,Dublin,Leinster,Dublin 14,Dublin 14,Terrace house,Three bed,3.0,True,True,False,5,4,4
1637.33,2020,2,2020H2,2,Dublin,Leinster,Dublin 15,Dublin 15,Terrace house,Three bed,3.0,True,True,False,5,4,4
